EMPID,AGE,GRADE,Distance_From_Home_KM,TENURE_YRS,Grade_Numeric,Age_Tenure_Factor,Dist_Bin,Status,Resignation_Month_No,Resignation_Month_Name,Grade_Code,ZONE,MAIN_GROUP,Work_Location,Home_Location,Home_State,Office_State,RF_Probability,Regression_Probability,Attrition_Risk_Percentage,Risk_Level,ER manager ID
616501,34,MMII,896,9.5,7,323.0,3,Active,,,7,East,Retail Banking Group,Kolkata,Karnataka,Uttar Pradesh,Uttar Pradesh,0,1.26,40.65,Medium,3333
517376,53,AMII,1600,0.2,3,10.6,3,Active,,,2,West,Transaction Banking,Mumbai,Delhi,Karnataka,West Bengal,81,3.96,72.12,High,2222
729320,34,CM,1908,8.0,8,272.0,3,Active,,,3,North,Retail Banking Group,New Delhi,Gujarat,Gujarat,Tamil Nadu,0,1.73,48.36,Medium,3333
154019,49,MMI,1225,7.0,6,343.0,3,Active,,,6,South,Retail Banking Group,Chennai,West Bengal,Telangana,West Bengal,0,1.65,34.5,Low,6666
821630,44,DMII,87,5.5,5,242.0,2,Active,,,5,North,Retail Banking Group,New Delhi,Tamil Nadu,Uttar Pradesh,Tamil Nadu,0,0.91,32.58,Low,9999
107299,39,AMI,511,1.5,2,58.5,3,Active,,,1,East,Retail Banking Group,Kolkata,West Bengal,Gujarat,Tamil Nadu,0,3.18,39.38,Low,9999
705232,52,DMI,958,7.8,4,405.6,3,Active,,,4,South,Retail Banking Group,Chennai,Tamil Nadu,Delhi,Telangana,0,2.95,36.67,Low,7777
617841,34,CM,774,9.5,8,323.0,3,Active,,,3,North,Retail Banking Group,New Delhi,Gujarat,Telangana,Uttar Pradesh,0,0.77,34.11,Low,3333
154123,38,DMII,720,5.9,5,224.2,3,Active,,,5,West,Transaction Banking,Mumbai,Karnataka,Maharashtra,Karnataka,0,1.7,26.01,Low,4444
144186,56,MMI,395,6.3,6,352.8,3,Active,,,6,West,Credit,Mumbai,West Bengal,Tamil Nadu,Karnataka,0,0.72,8.41,Low,6666
235586,38,SO,806,1.3,1,212.8,3,Active,,,8,North,Operations Group,New Delhi,Uttar Pradesh,Gujarat,Telangana,0,5.85,39.35,Low,5555
879240,35,DMII,288,2.0,5,70.0,3,Active,,,5,West,Wholesale Banking,Mumbai,Tamil Nadu,Telangana,West Bengal,0,0.91,34.28,Low,2222
105567,55,ALT,1628,10.5,9,577.5,3,Active,,,0,West,Retail Banking Group,Mumbai,Karnataka,West Bengal,Telangana,0,0.87,39.25,Low,6666
173831,44,AMI,465,6.1,2,268.4,3,Active,,,1,West,Retail Banking Group,Mumbai,Delhi,Tamil Nadu,Tamil Nadu,0,4.11,37.53,Low,3333
538507,39,ALT,1716,11.9,9,464.1,3,Active,,,0,South,Credit,Chennai,Tamil Nadu,West Bengal,Maharashtra,0,1.28,42.17,Medium,8888
744272,33,DMII,1370,4.7,5,155.1,3,Active,,,5,West,Transaction Banking,Mumbai,Gujarat,Tamil Nadu,West Bengal,0,2.78,50.52,Medium,2222
721722,30,AMII,505,6.5,3,195.0,3,Active,,,2,West,Wholesale Banking,Mumbai,Delhi,Telangana,Karnataka,11,3.56,65.89,Medium,1111
131495,43,MMII,1051,9.0,7,387.0,3,Active,,,7,West,Wholesale Banking,Mumbai,Delhi,Karnataka,Maharashtra,0,1.22,49.82,Medium,9999
457937,36,AMI,427,1.7,2,61.2,3,Active,,,1,South,Retail Banking Group,Chennai,Maharashtra,Delhi,West Bengal,0,3.14,32.89,Low,3333
415757,55,DMII,1518,5.8,5,319.0,3,Active,,,5,North,Retail Banking Group,New Delhi,West Bengal,Maharashtra,West Bengal,0,2.6,50.73,Medium,1111
766038,40,DMII,696,5.4,5,216.0,3,Active,,,5,East,Operations Group,Kolkata,Tamil Nadu,Tamil Nadu,Karnataka,0,1.56,48.51,Medium,7777
389502,49,SO,1733,0.7,1,34.3,3,Active,,,8,West,Retail Banking Group,Mumbai,Delhi,Maharashtra,Maharashtra,0,10.0,29.37,Low,5555
599619,54,MMI,1960,4.3,6,232.2,3,Active,,,6,North,Retail Banking Group,New Delhi,Maharashtra,Telangana,West Bengal,0,2.28,40.91,Medium,5555
107809,24,AMI,1912,1.0,2,24.0,3,Active,,,1,West,Retail Banking Group,Mumbai,Gujarat,Gujarat,Tamil Nadu,0,10.91,54.73,Medium,1111
665831,48,MMI,837,7.5,6,360.0,3,Active,,,6,South,Retail Banking Group,Chennai,Karnataka,West Bengal,Uttar Pradesh,0,1.27,20.96,Low,9999
358468,43,SO,1398,0.9,1,107.5,3,Active,,,8,North,Operations Group,New Delhi,Uttar Pradesh,Maharashtra,Uttar Pradesh,0,8.45,44.12,Medium,7777
236933,43,CM,1818,7.6,8,326.8,3,Active,,,3,South,Retail Banking Group,Chennai,Uttar Pradesh,Uttar Pradesh,Gujarat,0,1.39,36.8,Low,8888
828337,44,CM,1494,6.4,8,281.6,3,Active,,,3,West,Wholesale Banking,Mumbai,Tamil Nadu,Karnataka,West Bengal,0,0.96,51.73,Medium,9999
381307,57,DMI,805,4.7,4,267.9,3,Active,,,4,West,Credit,Mumbai,Delhi,Gujarat,Delhi,0,1.92,42.85,Medium,6666
902928,41,ALT,1631,12.1,9,496.1,3,Active,,,0,South,Operations Group,Chennai,Uttar Pradesh,West Bengal,Uttar Pradesh,0,1.18,42.07,Medium,5555
363423,57,SO,307,1.1,1,342.0,3,Active,,,8,East,Retail Banking Group,Kolkata,West Bengal,Gujarat,Karnataka,0,3.08,34.36,Low,6666
111087,40,DMI,1970,6.8,4,272.0,3,Active,,,4,South,Transaction Banking,Chennai,Uttar Pradesh,Delhi,Uttar Pradesh,0,7.03,32.97,Low,2222
900932,36,AMII,195,1.6,3,57.6,2,Active,,,2,West,Retail Banking Group,Mumbai,Uttar Pradesh,Telangana,West Bengal,0,1.75,55.69,Medium,4444
841125,38,SO,54,1.5,1,224.2,2,Active,,,8,South,Wholesale Banking,Chennai,Uttar Pradesh,Telangana,Telangana,0,3.27,42.25,Medium,3333
129766,42,DMII,1223,4.2,5,176.4,3,Active,,,5,East,Retail Banking Group,Kolkata,Maharashtra,Telangana,Uttar Pradesh,0,2.13,33.52,Low,7777
145257,54,AMII,735,7.4,3,399.6,3,Active,,,2,South,Wholesale Banking,Chennai,Delhi,Telangana,Uttar Pradesh,21,3.41,63.22,Medium,9999
890846,37,DMI,1420,4.6,4,170.2,3,Active,,,4,East,Retail Banking Group,Kolkata,West Bengal,Telangana,West Bengal,0,4.01,48.27,Medium,5555
141760,41,MMI,1042,0.9,6,36.9,3,Active,,,6,East,Retail Banking Group,Kolkata,Delhi,Karnataka,Telangana,0,0.97,30.57,Low,6666
443324,57,AMI,629,2.6,2,148.2,3,Active,,,1,South,Retail Banking Group,Chennai,Tamil Nadu,Gujarat,Maharashtra,0,3.05,36.89,Low,2222
792279,56,DMII,453,2.0,5,112.0,3,Active,,,5,South,Retail Banking Group,Chennai,Tamil Nadu,Maharashtra,Delhi,0,0.8,36.86,Low,3333
772467,25,MMII,708,7.9,7,197.5,3,Active,,,7,North,Retail Banking Group,New Delhi,Tamil Nadu,Maharashtra,Delhi,0,1.06,37.83,Low,3333
470777,23,MMII,411,8.7,7,200.1,3,Active,,,7,West,Wholesale Banking,Mumbai,Gujarat,Maharashtra,Maharashtra,0,0.91,16.9,Low,9999
420040,52,AMII,463,1.8,3,93.60000000000002,3,Active,,,2,East,Retail Banking Group,Kolkata,Uttar Pradesh,Telangana,Uttar Pradesh,0,1.82,34.37,Low,7777
349214,31,AMII,835,6.9,3,213.9,3,Active,,,2,North,Retail Banking Group,New Delhi,Gujarat,Karnataka,Telangana,18,4.71,68.28,Medium,8888
438631,35,SO,1711,1.6,1,206.5,3,Active,,,8,South,Retail Banking Group,Chennai,Maharashtra,Tamil Nadu,Delhi,0,12.29,32.54,Low,9999
871748,36,CM,100,9.4,8,338.4,2,Active,,,3,West,Operations Group,Mumbai,Tamil Nadu,Tamil Nadu,Delhi,0,0.43,34.99,Low,6666
688733,39,MMI,8,1.0,6,39.0,1,Active,,,6,North,Retail Banking Group,New Delhi,West Bengal,Gujarat,Uttar Pradesh,0,0.43,25.35,Low,4444
161099,33,DMI,1600,6.9,4,227.7,3,Active,,,4,East,Operations Group,Kolkata,Delhi,West Bengal,Tamil Nadu,0,5.78,48.22,Medium,1111
443049,34,MMI,350,6.3,6,214.2,3,Active,,,6,North,Retail Banking Group,New Delhi,Uttar Pradesh,Delhi,Karnataka,0,0.92,7.29,Low,8888
674903,30,MMII,1120,8.5,7,255.0,3,Active,,,7,East,Transaction Banking,Kolkata,Karnataka,Telangana,West Bengal,0,1.47,29.41,Low,7777
942887,41,ALT,629,14.0,9,574.0,3,Active,,,0,South,Transaction Banking,Chennai,West Bengal,Gujarat,West Bengal,0,0.6,57.5,Medium,2222
143469,51,AMII,1817,3.0,3,153.0,3,Active,,,2,West,Retail Banking Group,Mumbai,Uttar Pradesh,Gujarat,Maharashtra,81,5.96,73.11,High,8888
561544,46,DMII,1910,7.7,5,354.2,3,Active,,,5,West,Credit,Mumbai,Gujarat,Karnataka,Telangana,0,4.61,37.24,Low,5555
156056,53,AMI,805,1.4,2,74.2,3,Active,,,1,West,Retail Banking Group,Mumbai,Gujarat,Delhi,Tamil Nadu,0,3.37,29.74,Low,7777
897895,31,SO,202,0.2,1,96.10000000000002,3,Active,,,8,South,Retail Banking Group,Chennai,West Bengal,Gujarat,Maharashtra,0,3.63,22.34,Low,4444
438994,53,AMII,414,6.0,3,318.0,3,Active,,,2,East,Retail Banking Group,Kolkata,Gujarat,Karnataka,Uttar Pradesh,1,2.39,39.4,Low,5555
722383,31,SO,1002,0.9,1,139.5,3,Active,,,8,South,Retail Banking Group,Chennai,Tamil Nadu,Telangana,Uttar Pradesh,0,7.19,38.76,Low,8888
138889,30,CM,21,9.4,8,282.0,1,Active,,,3,West,Credit,Mumbai,Maharashtra,Gujarat,Karnataka,0,0.43,20.27,Low,1111
755293,55,AMII,1277,3.2,3,176.0,3,Active,,,2,South,Retail Banking Group,Chennai,Delhi,West Bengal,Maharashtra,71,3.76,71.25,High,1111
311480,46,DMI,320,0.5,4,23.0,3,Active,,,4,South,Retail Banking Group,Chennai,Maharashtra,Telangana,Telangana,0,1.07,27.35,Low,4444
304361,36,DMII,1674,6.8,5,244.8,3,Active,,,5,South,Retail Banking Group,Chennai,Uttar Pradesh,Delhi,Telangana,0,4.03,50.07,Medium,3333
195927,25,MMII,489,6.4,7,160.0,3,Active,,,7,East,Retail Banking Group,Kolkata,Delhi,Maharashtra,Gujarat,0,0.79,40.67,Medium,2222
765183,46,ALT,1599,13.9,9,639.4,3,Active,,,0,North,Retail Banking Group,New Delhi,Delhi,Uttar Pradesh,Tamil Nadu,0,1.25,32.33,Low,3333
859588,47,MMI,1591,7.7,6,361.9,3,Active,,,6,North,Retail Banking Group,New Delhi,Maharashtra,West Bengal,Karnataka,0,2.41,33.28,Low,1111
579552,49,MMI,1026,5.2,6,254.8,3,Active,,,6,South,Operations Group,Chennai,West Bengal,Maharashtra,Uttar Pradesh,0,1.22,23.17,Low,1111
206142,54,MMI,1401,0.5,6,27.0,3,Active,,,6,North,Retail Banking Group,New Delhi,Delhi,Tamil Nadu,Maharashtra,0,1.07,43.86,Medium,6666
996812,54,DMII,936,6.1,5,329.4,3,Active,,,5,North,Operations Group,New Delhi,Maharashtra,Tamil Nadu,Karnataka,0,1.68,32.65,Low,5555
574464,40,AMII,1066,5.3,3,212.0,3,Active,,,2,South,Wholesale Banking,Chennai,Delhi,Delhi,West Bengal,64,4.49,74.75,High,8888
655182,48,DMII,145,2.1,5,100.8,2,Active,,,5,South,Retail Banking Group,Chennai,Karnataka,West Bengal,Telangana,0,0.69,37.8,Low,2222
630725,23,AMI,5,4.0,2,92.0,1,Active,,,1,West,Retail Banking Group,Mumbai,West Bengal,Karnataka,Maharashtra,0,3.13,11.29,Low,4444
262055,37,AMII,1713,1.8,3,66.60000000000001,3,Active,,,2,North,Retail Banking Group,New Delhi,Tamil Nadu,Tamil Nadu,Uttar Pradesh,25,5.94,54.52,Medium,8888
284044,30,SO,1916,0.8,1,225.0,3,Active,,,8,East,Retail Banking Group,Kolkata,Delhi,Uttar Pradesh,Telangana,0,14.25,39.92,Low,6666
393411,36,DMI,1548,0.2,4,7.2,3,Active,,,4,South,Retail Banking Group,Chennai,Karnataka,Telangana,Delhi,0,3.2,27.38,Low,1111
116345,24,AMI,58,6.3,2,151.2,2,Active,,,1,West,Operations Group,Mumbai,Tamil Nadu,West Bengal,West Bengal,0,3.86,25.73,Low,4444
487925,47,MMII,1454,9.8,7,460.6,3,Active,,,7,East,Retail Banking Group,Kolkata,Tamil Nadu,West Bengal,Delhi,0,1.72,29.45,Low,1111
438319,29,AMI,1710,1.2,2,34.8,3,Active,,,1,North,Retail Banking Group,New Delhi,Uttar Pradesh,Maharashtra,Gujarat,0,8.98,48.04,Medium,2222
595634,25,DMII,1683,4.2,5,105.0,3,Active,,,5,West,Operations Group,Mumbai,Delhi,Maharashtra,Karnataka,85,3.8,94.56,High,5555
835678,28,CM,1762,7.5,8,210.0,3,Active,,,3,South,Retail Banking Group,Chennai,Maharashtra,Gujarat,Delhi,0,1.59,39.96,Low,8888
328498,30,ALT,1020,13.7,9,411.0,3,Active,,,0,East,Retail Banking Group,Kolkata,Delhi,Gujarat,Karnataka,0,0.93,36.63,Low,8888
658289,53,SO,476,1.8,1,365.7,3,Active,,,8,South,Wholesale Banking,Chennai,Karnataka,Karnataka,Gujarat,0,3.9,27.15,Low,3333
842612,35,CM,345,6.7,8,234.5,3,Active,,,3,North,Transaction Banking,New Delhi,Tamil Nadu,Tamil Nadu,Maharashtra,0,0.43,25.53,Low,4444
873666,43,AMII,1806,0.4,3,17.2,3,Active,,,2,East,Wholesale Banking,Kolkata,Delhi,West Bengal,Maharashtra,8,5.35,46.82,Medium,6666
476078,33,SO,1663,1.1,1,178.2,3,Active,,,8,North,Transaction Banking,New Delhi,Maharashtra,Karnataka,West Bengal,0,11.72,43.18,Medium,3333
503734,55,CM,133,9.9,8,544.5,2,Active,,,3,North,Retail Banking Group,New Delhi,Uttar Pradesh,Uttar Pradesh,West Bengal,0,0.36,7.57,Low,2222
918315,40,SO,748,0.7,1,284.0,3,Active,,,8,West,Transaction Banking,Mumbai,Delhi,Uttar Pradesh,Gujarat,0,5.22,44.55,Medium,6666
530435,47,DMII,59,2.8,5,131.6,2,Active,,,5,South,Retail Banking Group,Chennai,West Bengal,Maharashtra,Karnataka,0,0.69,27.1,Low,5555
207260,42,MMII,1041,8.7,7,365.4,3,Active,,,7,East,Wholesale Banking,Kolkata,Uttar Pradesh,Karnataka,Karnataka,0,1.2,48.35,Medium,5555
142264,45,ALT,455,11.0,9,495.0,3,Active,,,0,North,Retail Banking Group,New Delhi,Maharashtra,West Bengal,Tamil Nadu,0,0.39,10.03,Low,5555
805963,32,MMI,440,6.1,6,195.2,3,Active,,,6,North,Retail Banking Group,New Delhi,Karnataka,Maharashtra,Karnataka,0,1.0,13.15,Low,5555
825413,33,MMI,1927,2.1,6,69.3,3,Active,,,6,East,Credit,Kolkata,Tamil Nadu,Delhi,Karnataka,0,2.43,50.06,Medium,3333
315667,34,DMII,1781,7.5,5,255.0,3,Active,,,5,North,Retail Banking Group,New Delhi,Delhi,Karnataka,Delhi,0,4.74,42.66,Medium,7777
428365,53,SO,78,0.2,1,137.8,2,Active,,,8,West,Retail Banking Group,Mumbai,Maharashtra,Tamil Nadu,West Bengal,0,2.5,30.52,Low,6666
141670,43,MMII,1607,6.8,7,292.4,3,Active,,,7,West,Retail Banking Group,Mumbai,Uttar Pradesh,Delhi,Delhi,0,1.62,43.77,Medium,4444
960922,38,SO,1962,0.7,1,201.4,3,Active,,,8,West,Retail Banking Group,Mumbai,West Bengal,Uttar Pradesh,West Bengal,0,13.39,46.87,Medium,2222
925574,53,ALT,259,12.8,9,678.4000000000001,3,Active,,,0,West,Credit,Mumbai,Maharashtra,Telangana,Delhi,0,0.35,24.43,Low,9999
654561,39,MMII,1173,6.1,7,237.9,3,Active,,,7,North,Retail Banking Group,New Delhi,Gujarat,Maharashtra,Uttar Pradesh,0,1.13,21.11,Low,1111
458351,34,MMII,1428,8.8,7,299.2,3,Active,,,7,East,Operations Group,Kolkata,West Bengal,Telangana,Uttar Pradesh,0,1.84,32.6,Low,4444
793905,42,ALT,600,11.2,9,470.4,3,Active,,,0,East,Retail Banking Group,Kolkata,Uttar Pradesh,Telangana,Maharashtra,0,0.47,32.88,Low,1111
281562,57,DMI,780,4.4,4,250.8,3,Active,,,4,East,Transaction Banking,Kolkata,Karnataka,Uttar Pradesh,Maharashtra,0,1.84,34.64,Low,6666
383513,40,CM,1339,9.4,8,376.0,3,Active,,,3,East,Retail Banking Group,Kolkata,Tamil Nadu,Delhi,Gujarat,0,1.13,36.08,Low,4444
961655,45,DMII,1535,1.7,5,76.5,3,Active,,,5,South,Operations Group,Chennai,Uttar Pradesh,Tamil Nadu,Maharashtra,0,2.17,50.11,Medium,5555
165936,32,AMI,907,3.9,2,124.8,3,Active,,,1,East,Retail Banking Group,Kolkata,Karnataka,West Bengal,Karnataka,0,5.71,28.57,Low,5555
816232,48,AMII,1903,5.2,3,249.6,3,Active,,,2,South,Retail Banking Group,Chennai,Delhi,Delhi,Karnataka,12,7.78,66.31,Medium,9999
608119,30,DMI,200,4.0,4,120.0,2,Active,,,4,South,Retail Banking Group,Chennai,Maharashtra,Delhi,Delhi,0,1.56,11.45,Low,1111
474346,50,AMII,622,7.0,3,350.0,3,Active,,,2,West,Retail Banking Group,Mumbai,Gujarat,Tamil Nadu,West Bengal,4,3.18,58.53,Medium,2222
382285,24,ALT,1059,10.2,9,244.8,3,Active,,,0,South,Wholesale Banking,Chennai,West Bengal,Maharashtra,Delhi,0,0.79,40.19,Medium,6666
411141,32,ALT,1768,11.0,9,352.0,3,Active,,,0,North,Operations Group,New Delhi,West Bengal,Gujarat,Gujarat,0,1.36,41.06,Medium,5555
612665,24,DMI,96,2.7,4,64.80000000000001,2,Active,,,4,South,Retail Banking Group,Chennai,Maharashtra,Uttar Pradesh,Karnataka,0,1.39,15.43,Low,7777
452588,34,CM,581,6.3,8,214.2,3,Active,,,3,West,Retail Banking Group,Mumbai,Gujarat,Gujarat,Maharashtra,0,0.51,35.19,Low,3333
573780,48,MMII,211,5.8,7,278.4,3,Active,,,7,South,Retail Banking Group,Chennai,Maharashtra,Telangana,Tamil Nadu,0,0.45,24.76,Low,3333
855752,45,MMI,1422,2.5,6,112.5,3,Active,,,6,North,Credit,New Delhi,Delhi,Delhi,Maharashtra,0,1.43,23.95,Low,2222
303053,46,DMI,1087,2.1,4,96.60000000000002,3,Active,,,4,North,Retail Banking Group,New Delhi,Karnataka,Karnataka,Telangana,0,2.26,53.81,Medium,3333
950697,56,SO,1324,0.6,1,33.6,3,Active,,,8,North,Retail Banking Group,New Delhi,Uttar Pradesh,Telangana,Gujarat,0,6.7,38.94,Low,1111
785165,54,MMII,1840,8.4,7,453.6,3,Active,,,7,West,Credit,Mumbai,West Bengal,West Bengal,Karnataka,0,1.94,32.0,Low,5555
798532,37,MMII,615,5.8,7,214.6,3,Active,,,7,West,Credit,Mumbai,Delhi,West Bengal,Delhi,0,0.72,24.43,Low,5555
119581,33,ALT,1579,12.0,9,396.0,3,Active,,,0,East,Retail Banking Group,Kolkata,Karnataka,Delhi,Telangana,0,1.24,41.06,Medium,7777
800612,25,DMI,25,1.7,4,42.5,1,Active,,,4,West,Credit,Mumbai,Delhi,Gujarat,Maharashtra,0,1.2,38.31,Low,4444
238635,31,SO,1849,1.8,1,167.4,3,Active,,,8,North,Retail Banking Group,New Delhi,Gujarat,Telangana,Maharashtra,0,14.39,35.42,Low,3333
654066,53,AMI,1595,3.2,2,169.6,3,Active,,,1,North,Retail Banking Group,New Delhi,West Bengal,Maharashtra,Karnataka,0,7.2,39.77,Low,1111
810511,22,AMII,1464,0.7,3,15.4,3,Active,,,2,West,Retail Banking Group,Mumbai,Uttar Pradesh,Gujarat,Maharashtra,20,5.39,62.56,Medium,8888
279898,42,DMI,187,1.3,4,54.6,2,Active,,,4,South,Transaction Banking,Chennai,Maharashtra,West Bengal,Gujarat,0,1.07,31.0,Low,3333
822564,41,DMI,1525,7.0,4,287.0,3,Active,,,4,West,Retail Banking Group,Mumbai,Maharashtra,Karnataka,Karnataka,0,4.98,29.91,Low,2222
662335,23,DMII,1625,7.7,5,177.1,3,Active,,,5,West,Retail Banking Group,Mumbai,Karnataka,West Bengal,Delhi,0,4.86,44.35,Medium,4444
410452,41,MMII,547,5.7,7,233.7,3,Active,,,7,North,Retail Banking Group,New Delhi,Uttar Pradesh,West Bengal,Tamil Nadu,0,0.64,55.12,Medium,3333
547536,30,DMII,1835,5.8,5,174.0,3,Active,,,5,East,Retail Banking Group,Kolkata,Tamil Nadu,Gujarat,Uttar Pradesh,0,4.56,32.44,Low,1111
436325,31,MMI,680,4.4,6,136.4,3,Active,,,6,North,Transaction Banking,New Delhi,Gujarat,Tamil Nadu,Delhi,0,1.08,48.6,Medium,3333
111698,37,DMI,1514,4.0,4,148.0,3,Active,,,4,East,Wholesale Banking,Kolkata,Karnataka,Maharashtra,Maharashtra,0,4.13,31.17,Low,2222
709924,56,AMI,1413,0.7,2,39.2,3,Active,,,1,North,Retail Banking Group,New Delhi,Tamil Nadu,Telangana,Uttar Pradesh,0,4.99,27.34,Low,8888
669166,37,MMI,1143,1.7,6,62.9,3,Active,,,6,West,Retail Banking Group,Mumbai,Delhi,Delhi,West Bengal,0,1.18,42.28,Medium,6666
720551,22,DMI,1408,1.5,4,33.0,3,Active,,,4,North,Credit,New Delhi,Gujarat,Tamil Nadu,Tamil Nadu,0,3.76,30.62,Low,9999
766641,55,CM,287,6.0,8,330.0,3,Active,,,3,North,Retail Banking Group,New Delhi,Delhi,Tamil Nadu,Uttar Pradesh,0,0.3,31.28,Low,8888
428891,49,DMI,260,4.2,4,205.8,3,Active,,,4,North,Retail Banking Group,New Delhi,Uttar Pradesh,Telangana,West Bengal,0,1.31,14.97,Low,3333
515137,25,CM,843,8.9,8,222.5,3,Active,,,3,West,Wholesale Banking,Mumbai,West Bengal,Tamil Nadu,Gujarat,0,0.87,37.45,Low,5555
823171,22,AMI,909,1.9,2,41.8,3,Active,,,1,West,Retail Banking Group,Mumbai,Gujarat,West Bengal,Karnataka,0,5.54,34.57,Low,7777
324064,34,MMII,87,7.1,7,241.4,2,Active,,,7,West,Retail Banking Group,Mumbai,Tamil Nadu,West Bengal,Karnataka,0,0.53,39.95,Low,5555
542720,30,DMII,1810,6.2,5,186.0,3,Active,,,5,West,Retail Banking Group,Mumbai,West Bengal,Tamil Nadu,Maharashtra,0,4.61,50.15,Medium,8888
972593,53,AMII,1445,0.3,3,15.9,3,Active,,,2,East,Retail Banking Group,Kolkata,Maharashtra,Tamil Nadu,Gujarat,11,3.53,54.02,Medium,5555
963899,52,DMII,1436,0.4,5,20.8,3,Active,,,5,East,Operations Group,Kolkata,Tamil Nadu,Uttar Pradesh,Karnataka,0,1.66,29.89,Low,1111
114826,42,DMII,1523,5.7,5,239.4,3,Active,,,5,South,Credit,Chennai,Karnataka,West Bengal,Maharashtra,0,3.05,45.88,Medium,5555
536726,38,MMII,1928,6.8,7,258.4,3,Active,,,7,West,Credit,Mumbai,Maharashtra,Gujarat,Maharashtra,0,2.24,54.91,Medium,4444
669168,48,AMII,534,3.1,3,148.8,3,Active,,,2,East,Operations Group,Kolkata,Maharashtra,Gujarat,Tamil Nadu,12,2.24,57.72,Medium,6666
400198,39,MMI,358,6.7,6,261.3,3,Active,,,6,North,Retail Banking Group,New Delhi,Karnataka,Tamil Nadu,West Bengal,0,0.9,19.26,Low,3333
347289,32,AMI,909,4.4,2,140.8,3,Active,,,1,West,Retail Banking Group,Mumbai,Gujarat,Uttar Pradesh,Uttar Pradesh,0,5.93,36.67,Low,5555
973948,47,ALT,1718,14.1,9,662.6999999999999,3,Active,,,0,South,Transaction Banking,Chennai,Maharashtra,Tamil Nadu,Gujarat,0,1.38,45.84,Medium,2222
430760,37,ALT,1817,11.1,9,410.7,3,Active,,,0,South,Credit,Chennai,Uttar Pradesh,Gujarat,Delhi,0,1.34,22.04,Low,6666
569857,50,AMI,434,5.9,2,295.0,3,Active,,,1,South,Credit,Chennai,Tamil Nadu,Delhi,Karnataka,0,3.67,29.95,Low,6666
169970,35,CM,13,6.4,8,224.0,1,Active,,,3,North,Retail Banking Group,New Delhi,West Bengal,Maharashtra,West Bengal,0,0.32,14.9,Low,5555
377360,49,CM,1360,6.3,8,308.7,3,Active,,,3,East,Retail Banking Group,Kolkata,Maharashtra,Tamil Nadu,Uttar Pradesh,0,0.8,33.41,Low,6666
926130,51,DMI,1267,6.6,4,336.6,3,Active,,,4,North,Retail Banking Group,New Delhi,Tamil Nadu,West Bengal,Uttar Pradesh,0,3.49,44.01,Medium,7777
148446,46,AMII,30,7.6,3,349.6,1,Active,,,2,West,Retail Banking Group,Mumbai,Delhi,West Bengal,Gujarat,0,2.17,57.57,Medium,5555
463213,36,AMI,1671,6.0,2,216.0,3,Active,,,1,South,Retail Banking Group,Chennai,Tamil Nadu,Karnataka,Telangana,0,11.37,34.62,Low,1111
464955,40,CM,1199,9.7,8,388.0,3,Active,,,3,North,Retail Banking Group,New Delhi,West Bengal,Maharashtra,Tamil Nadu,0,1.03,29.05,Low,8888
306112,25,DMII,1107,0.7,5,17.5,3,Active,,,5,North,Retail Banking Group,New Delhi,Tamil Nadu,Delhi,Tamil Nadu,1,1.82,53.93,Medium,4444
904592,57,SO,1831,1.8,1,102.6,3,Active,,,8,East,Retail Banking Group,Kolkata,Karnataka,Delhi,Delhi,0,10.63,31.39,Low,9999
130623,57,MMII,1873,6.6,7,376.2,3,Active,,,7,East,Wholesale Banking,Kolkata,West Bengal,West Bengal,Maharashtra,0,1.67,37.43,Low,6666
421802,40,DMI,1791,4.8,4,192.0,3,Active,,,4,South,Retail Banking Group,Chennai,Gujarat,Karnataka,Delhi,0,5.27,21.59,Low,1111
273704,47,MMI,263,5.0,6,235.0,3,Active,,,6,North,Wholesale Banking,New Delhi,Delhi,Delhi,West Bengal,0,0.66,27.49,Low,3333
985342,25,DMII,16,2.8,5,70.0,1,Active,,,5,North,Retail Banking Group,New Delhi,Karnataka,Gujarat,Karnataka,0,0.88,23.58,Low,3333
862720,46,ALT,1344,12.0,9,552.0,3,Active,,,0,East,Retail Banking Group,Kolkata,Gujarat,Maharashtra,Tamil Nadu,0,0.87,36.79,Low,4444
311448,52,ALT,37,10.2,9,530.4,1,Active,,,0,North,Credit,New Delhi,Tamil Nadu,Uttar Pradesh,Uttar Pradesh,0,0.24,8.97,Low,6666
755011,51,DMI,153,4.2,4,214.2,2,Active,,,4,North,Operations Group,New Delhi,West Bengal,Tamil Nadu,Telangana,0,1.17,37.75,Low,7777
849589,30,DMI,1385,1.6,4,48.0,3,Active,,,4,North,Credit,New Delhi,Delhi,Gujarat,Maharashtra,0,3.37,47.89,Medium,4444
824130,50,AMI,258,2.3,2,115.0,3,Active,,,1,East,Retail Banking Group,Kolkata,Karnataka,Delhi,Gujarat,0,2.41,31.35,Low,6666
298852,54,AMII,1895,2.8,3,151.2,3,Active,,,2,South,Retail Banking Group,Chennai,Gujarat,Gujarat,Telangana,65,6.02,71.53,High,1111
949378,36,MMII,258,8.3,7,298.8,3,Active,,,7,West,Wholesale Banking,Mumbai,Gujarat,Delhi,Maharashtra,0,0.66,17.71,Low,8888
229593,55,CM,1061,9.0,8,495.0,3,Active,,,3,South,Retail Banking Group,Chennai,Delhi,Delhi,Delhi,0,0.72,57.27,Medium,7777
